class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,14.31,s,e,g,f,a,c,w,6.53,24.25,s,,w,,,f,f,,d,a
e,10.99,f,e,g,f,d,c,w,8.1,24.39,s,,w,,,f,f,,d,w
e,15.15,s,e,g,f,a,c,w,10.45,29.17,s,,w,,,f,f,,d,a
e,12.29,x,e,g,f,d,c,w,8.09,25.41,s,,w,,,f,f,,l,w
e,16.46,x,e,n,f,a,c,w,8.42,25.71,s,,w,,,f,f,,d,a
e,10.6,s,e,n,f,a,c,w,7.89,21.86,s,,w,,,f,f,,l,w
e,13.86,f,e,n,f,a,c,w,7.33,23.02,s,,w,,,f,f,,l,a
e,14.85,x,e,g,f,d,c,w,8.59,24.69,s,,w,,,f,f,,l,w
e,13.44,s,e,n,f,d,c,w,10.43,25.05,s,,w,,,f,f,,d,w
e,18.01,x,e,n,f,a,c,w,10.42,27.09,s,,w,,,f,f,,l,w
e,10.05,f,e,g,f,a,c,w,7.88,26.08,s,,w,,,f,f,,d,w
e,11.76,s,e,g,f,a,c,w,7.96,23.42,s,,w,,,f,f,,l,w
e,11.91,s,e,g,f,a,c,w,7.42,21.45,s,,w,,,f,f,,d,a
e,16.26,f,e,n,f,a,c,w,10.3,28.78,s,,w,,,f,f,,l,w
e,14.89,x,e,n,f,a,c,w,8.52,26.35,s,,w,,,f,f,,d,a
e,12.05,f,e,n,f,d,c,w,5.82,24.28,s,,w,,,f,f,,d,w
e,16.63,s,e,n,f,a,c,w,8.16,26.58,s,,w,,,f,f,,l,a
e,15.65,x,e,g,f,a,c,w,7.77,25.81,s,,w,,,f,f,,d,a
e,14.43,f,e,g,f,a,c,w,8.3,24.69,s,,w,,,f,f,,l,w
e,12.32,x,e,g,f,a,c,w,6.97,22.96,s,,w,,,f,f,,l,a
e,15.71,s,e,n,f,a,c,w,8.32,25.0,s,,w,,,f,f,,l,a
e,14.17,f,e,g,f,a,c,w,7.76,25.87,s,,w,,,f,f,,l,w
e,13.97,s,e,g,f,a,c,w,8.68,23.3,s,,w,,,f,f,,l,a
e,13.02,f,e,n,f,a,c,w,8.14,23.58,s,,w,,,f,f,,d,a
e,14.15,x,e,g,f,d,c,w,9.38,24.6,s,,w,,,f,f,,l,w
e,16.11,f,e,g,f,d,c,w,9.68,26.18,s,,w,,,f,f,,l,w
e,15.21,x,e,n,f,d,c,w,7.97,25.21,s,,w,,,f,f,,l,w
e,12.24,f,e,g,f,d,c,w,8.62,24.59,s,,w,,,f,f,,l,a
e,18.08,f,e,n,f,a,c,w,10.01,26.05,s,,w,,,f,f,,l,a
e,13.22,x,e,n,f,d,c,w,7.7,23.92,s,,w,,,f,f,,l,w
e,13.33,f,e,g,f,d,c,w,6.47,23.92,s,,w,,,f,f,,l,a
e,10.93,f,e,g,f,a,c,w,5.91,23.35,s,,w,,,f,f,,d,w
e,13.8,f,e,n,f,d,c,w,7.71,24.87,s,,w,,,f,f,,l,w
e,14.52,s,e,g,f,a,c,w,8.49,24.49,s,,w,,,f,f,,l,w
e,12.78,f,e,g,f,a,c,w,8.56,24.25,s,,w,,,f,f,,d,a
e,12.11,f,e,g,f,a,c,w,8.53,25.03,s,,w,,,f,f,,d,w
e,13.28,f,e,n,f,d,c,w,6.72,24.54,s,,w,,,f,f,,d,a
e,11.83,x,e,n,f,d,c,w,9.32,23.51,s,,w,,,f,f,,l,a
e,14.76,s,e,n,f,a,c,w,9.12,25.66,s,,w,,,f,f,,l,w
e,17.84,f,e,g,f,a,c,w,9.73,25.24,s,,w,,,f,f,,l,w
e,18.23,s,e,n,f,d,c,w,10.36,28.44,s,,w,,,f,f,,l,a
e,13.82,x,e,g,f,a,c,w,8.69,23.82,s,,w,,,f,f,,d,w
e,14.22,x,e,g,f,a,c,w,7.76,22.54,s,,w,,,f,f,,d,a
e,12.41,f,e,g,f,d,c,w,6.73,24.76,s,,w,,,f,f,,d,w
e,16.17,x,e,g,f,a,c,w,9.79,25.32,s,,w,,,f,f,,l,a
e,14.26,x,e,n,f,a,c,w,9.29,26.02,s,,w,,,f,f,,d,a
e,12.18,x,e,n,f,d,c,w,9.17,25.67,s,,w,,,f,f,,d,a
e,14.0,x,e,n,f,a,c,w,8.81,25.1,s,,w,,,f,f,,l,w
e,15.84,x,e,g,f,a,c,w,9.13,25.17,s,,w,,,f,f,,d,w
e,16.23,f,e,n,f,d,c,w,8.65,25.23,s,,w,,,f,f,,l,a
e,12.71,x,e,g,f,a,c,w,8.26,24.62,s,,w,,,f,f,,d,a
e,14.82,x,e,g,f,a,c,w,8.5,23.49,s,,w,,,f,f,,l,a
e,13.76,f,e,n,f,d,c,w,8.43,24.72,s,,w,,,f,f,,l,a
e,13.44,f,e,g,f,a,c,w,7.61,23.9,s,,w,,,f,f,,d,a
e,16.32,f,e,n,f,d,c,w,10.47,27.04,s,,w,,,f,f,,l,w
e,12.23,f,e,g,f,a,c,w,9.46,24.94,s,,w,,,f,f,,l,w
e,13.67,x,e,n,f,a,c,w,7.04,24.77,s,,w,,,f,f,,d,a
e,10.69,s,e,n,f,a,c,w,5.37,21.91,s,,w,,,f,f,,l,a
e,13.29,s,e,n,f,d,c,w,7.67,26.81,s,,w,,,f,f,,l,a
e,13.67,x,e,g,f,d,c,w,8.5,24.05,s,,w,,,f,f,,l,w
e,16.01,f,e,g,f,a,c,w,11.12,27.49,s,,w,,,f,f,,l,w
e,14.18,x,e,n,f,d,c,w,9.83,26.72,s,,w,,,f,f,,l,a
e,12.12,s,e,n,f,d,c,w,7.37,24.76,s,,w,,,f,f,,d,w
e,14.28,x,e,g,f,a,c,w,7.95,25.03,s,,w,,,f,f,,l,w
e,12.83,f,e,n,f,a,c,w,8.61,25.23,s,,w,,,f,f,,d,w
e,14.39,x,e,n,f,d,c,w,8.92,26.19,s,,w,,,f,f,,l,w
e,10.67,x,e,n,f,a,c,w,7.1,23.12,s,,w,,,f,f,,d,a
e,15.07,f,e,n,f,a,c,w,7.83,23.95,s,,w,,,f,f,,l,a
e,13.55,x,e,n,f,a,c,w,9.91,25.31,s,,w,,,f,f,,d,a
e,14.96,s,e,g,f,d,c,w,8.2,25.61,s,,w,,,f,f,,d,a
e,13.54,f,e,n,f,d,c,w,6.21,22.81,s,,w,,,f,f,,d,w
e,13.93,x,e,g,f,d,c,w,9.01,25.16,s,,w,,,f,f,,l,w
e,13.63,f,e,n,f,d,c,w,7.89,27.09,s,,w,,,f,f,,d,a
e,13.72,f,e,g,f,a,c,w,8.85,25.05,s,,w,,,f,f,,d,w
e,15.78,x,e,g,f,a,c,w,9.04,27.07,s,,w,,,f,f,,d,w
e,12.41,s,e,n,f,d,c,w,6.98,23.85,s,,w,,,f,f,,d,w
e,14.79,s,e,n,f,a,c,w,9.62,25.12,s,,w,,,f,f,,d,w
e,12.68,s,e,g,f,a,c,w,8.68,22.8,s,,w,,,f,f,,d,w
e,14.22,x,e,n,f,a,c,w,7.87,22.81,s,,w,,,f,f,,d,w
e,14.91,f,e,g,f,d,c,w,9.42,24.83,s,,w,,,f,f,,d,w
e,14.42,f,e,n,f,a,c,w,7.48,24.06,s,,w,,,f,f,,d,a
e,15.22,x,e,n,f,a,c,w,8.95,22.36,s,,w,,,f,f,,l,w
e,13.43,x,e,g,f,a,c,w,8.15,25.64,s,,w,,,f,f,,l,w
e,10.2,s,e,n,f,a,c,w,5.54,19.95,s,,w,,,f,f,,d,a
e,17.46,x,e,n,f,a,c,w,8.8,28.05,s,,w,,,f,f,,d,a
e,12.66,f,e,g,f,d,c,w,7.9,24.61,s,,w,,,f,f,,d,w
e,16.36,x,e,g,f,d,c,w,8.51,23.22,s,,w,,,f,f,,d,w
e,14.53,f,e,g,f,a,c,w,9.99,25.53,s,,w,,,f,f,,d,a
e,12.05,x,e,n,f,d,c,w,8.47,23.61,s,,w,,,f,f,,d,w
e,17.85,x,e,g,f,d,c,w,9.25,26.34,s,,w,,,f,f,,d,a
e,13.08,s,e,n,f,a,c,w,8.2,24.78,s,,w,,,f,f,,d,a
e,16.49,x,e,g,f,d,c,w,8.97,26.73,s,,w,,,f,f,,d,w
e,12.45,f,e,g,f,a,c,w,7.38,22.31,s,,w,,,f,f,,l,w
e,12.2,s,e,g,f,d,c,w,8.4,24.93,s,,w,,,f,f,,d,w
e,11.24,s,e,n,f,d,c,w,7.47,27.43,s,,w,,,f,f,,d,a
e,16.98,s,e,n,f,d,c,w,8.66,23.96,s,,w,,,f,f,,d,a
e,14.26,x,e,g,f,a,c,w,7.29,22.61,s,,w,,,f,f,,l,a
e,13.87,s,e,n,f,d,c,w,9.4,26.69,s,,w,,,f,f,,d,w
e,13.43,f,e,n,f,a,c,w,7.86,24.83,s,,w,,,f,f,,l,a
e,14.79,s,e,g,f,d,c,w,8.56,24.52,s,,w,,,f,f,,l,a
e,13.53,f,e,g,f,a,c,w,7.54,25.27,s,,w,,,f,f,,d,a
e,15.77,f,e,g,f,d,c,w,8.14,24.99,s,,w,,,f,f,,l,a
e,18.35,f,e,n,f,a,c,w,9.24,27.55,s,,w,,,f,f,,l,w
e,11.67,s,e,g,f,a,c,w,8.29,24.64,s,,w,,,f,f,,d,w
e,12.14,x,e,g,f,a,c,w,7.87,24.16,s,,w,,,f,f,,l,w
e,14.37,s,e,g,f,a,c,w,8.4,24.93,s,,w,,,f,f,,d,a
e,17.59,s,e,n,f,a,c,w,9.57,27.24,s,,w,,,f,f,,d,a
e,16.27,x,e,n,f,a,c,w,9.48,25.53,s,,w,,,f,f,,d,a
e,12.6,x,e,n,f,d,c,w,8.63,23.91,s,,w,,,f,f,,l,w
e,15.72,s,e,g,f,a,c,w,9.37,26.06,s,,w,,,f,f,,d,w
e,14.23,f,e,g,f,d,c,w,7.9,23.33,s,,w,,,f,f,,d,a
e,15.25,f,e,n,f,a,c,w,9.06,25.57,s,,w,,,f,f,,d,w
e,13.82,x,e,g,f,a,c,w,9.37,26.89,s,,w,,,f,f,,l,w
e,12.73,x,e,n,f,a,c,w,7.87,23.95,s,,w,,,f,f,,d,w
e,12.39,s,e,n,f,d,c,w,8.28,26.38,s,,w,,,f,f,,l,w
e,15.02,s,e,g,f,a,c,w,9.76,27.91,s,,w,,,f,f,,d,a
e,15.97,s,e,g,f,a,c,w,9.62,24.96,s,,w,,,f,f,,d,w
e,15.46,s,e,n,f,a,c,w,8.4,25.99,s,,w,,,f,f,,l,a
e,12.66,x,e,g,f,a,c,w,7.1,23.12,s,,w,,,f,f,,l,a
e,9.58,x,e,n,f,a,c,w,5.95,22.65,s,,w,,,f,f,,d,w
e,13.77,f,e,n,f,a,c,w,10.01,26.62,s,,w,,,f,f,,d,a
e,12.57,x,e,n,f,d,c,w,8.04,24.45,s,,w,,,f,f,,l,a
e,16.41,x,e,n,f,d,c,w,10.48,26.52,s,,w,,,f,f,,l,a
e,15.76,x,e,g,f,a,c,w,8.26,25.2,s,,w,,,f,f,,l,a
e,17.12,s,e,g,f,a,c,w,10.32,27.32,s,,w,,,f,f,,l,a
e,13.33,f,e,n,f,d,c,w,9.07,23.36,s,,w,,,f,f,,d,w
e,13.31,f,e,g,f,a,c,w,9.68,27.15,s,,w,,,f,f,,d,w
e,13.65,f,e,n,f,d,c,w,6.04,23.36,s,,w,,,f,f,,d,a
e,13.7,f,e,n,f,a,c,w,7.78,23.89,s,,w,,,f,f,,l,w
e,13.4,f,e,n,f,d,c,w,8.21,27.4,s,,w,,,f,f,,d,a
e,11.24,x,e,g,f,a,c,w,8.32,23.44,s,,w,,,f,f,,l,a
e,12.67,x,e,n,f,d,c,w,7.33,23.96,s,,w,,,f,f,,d,w
e,16.54,s,e,n,f,d,c,w,6.84,22.45,s,,w,,,f,f,,l,a
e,13.93,s,e,n,f,d,c,w,8.72,24.69,s,,w,,,f,f,,l,a
e,15.88,s,e,g,f,d,c,w,10.75,28.7,s,,w,,,f,f,,d,a
e,13.5,x,e,g,f,d,c,w,9.13,26.15,s,,w,,,f,f,,d,w
e,11.73,s,e,g,f,d,c,w,8.64,27.03,s,,w,,,f,f,,d,a
e,14.29,x,e,g,f,a,c,w,9.54,25.66,s,,w,,,f,f,,d,w
e,15.05,x,e,n,f,d,c,w,8.43,25.78,s,,w,,,f,f,,d,a
e,12.2,s,e,g,f,a,c,w,9.57,24.66,s,,w,,,f,f,,l,w
e,12.49,x,e,g,f,a,c,w,8.22,24.49,s,,w,,,f,f,,d,a
e,14.32,s,e,n,f,a,c,w,8.18,24.14,s,,w,,,f,f,,d,w
e,12.95,f,e,n,f,a,c,w,7.94,24.69,s,,w,,,f,f,,l,a
e,13.08,f,e,n,f,a,c,w,7.19,22.37,s,,w,,,f,f,,l,a
e,14.57,x,e,n,f,a,c,w,8.52,25.73,s,,w,,,f,f,,l,w
e,15.47,f,e,n,f,a,c,w,8.29,24.9,s,,w,,,f,f,,l,w
e,12.45,x,e,g,f,d,c,w,7.75,23.22,s,,w,,,f,f,,l,a
e,18.77,f,e,g,f,a,c,w,10.52,27.92,s,,w,,,f,f,,d,w
e,15.46,s,e,n,f,a,c,w,8.16,22.28,s,,w,,,f,f,,l,w
e,12.15,f,e,n,f,a,c,w,9.63,24.37,s,,w,,,f,f,,d,a
e,14.36,x,e,g,f,a,c,w,8.46,25.65,s,,w,,,f,f,,l,a
e,10.95,f,e,g,f,a,c,w,7.28,22.86,s,,w,,,f,f,,d,w
e,12.23,f,e,g,f,a,c,w,8.16,24.36,s,,w,,,f,f,,l,w
e,12.99,f,e,g,f,a,c,w,8.19,23.17,s,,w,,,f,f,,l,w
e,13.52,s,e,n,f,d,c,w,8.55,23.63,s,,w,,,f,f,,d,a
e,12.84,f,e,n,f,a,c,w,8.25,24.02,s,,w,,,f,f,,l,w
e,14.97,x,e,n,f,a,c,w,7.73,24.14,s,,w,,,f,f,,d,a
e,13.78,x,e,n,f,a,c,w,7.78,24.8,s,,w,,,f,f,,l,w
e,11.01,s,e,g,f,d,c,w,7.87,23.43,s,,w,,,f,f,,l,w
e,11.18,x,e,n,f,a,c,w,8.26,23.88,s,,w,,,f,f,,l,w
e,13.77,x,e,n,f,d,c,w,6.77,22.55,s,,w,,,f,f,,l,a
e,13.58,f,e,n,f,d,c,w,6.66,20.76,s,,w,,,f,f,,d,w
e,14.93,x,e,g,f,d,c,w,8.27,24.56,s,,w,,,f,f,,l,a
e,13.16,x,e,n,f,d,c,w,7.49,23.14,s,,w,,,f,f,,l,w
e,15.84,f,e,g,f,a,c,w,8.66,24.68,s,,w,,,f,f,,d,a
e,17.71,x,e,g,f,a,c,w,9.37,25.26,s,,w,,,f,f,,d,w
e,12.61,f,e,n,f,a,c,w,7.07,21.84,s,,w,,,f,f,,l,a
e,15.15,s,e,g,f,d,c,w,8.39,26.47,s,,w,,,f,f,,l,a
e,12.97,f,e,g,f,d,c,w,8.24,25.15,s,,w,,,f,f,,l,a
e,16.17,s,e,n,f,a,c,w,9.85,27.3,s,,w,,,f,f,,d,a
e,14.63,f,e,g,f,d,c,w,9.73,24.93,s,,w,,,f,f,,l,a
e,14.36,f,e,n,f,d,c,w,7.95,23.78,s,,w,,,f,f,,d,a
e,12.79,f,e,g,f,d,c,w,8.87,24.25,s,,w,,,f,f,,l,w
e,14.12,s,e,g,f,a,c,w,8.5,26.73,s,,w,,,f,f,,l,w
e,14.95,s,e,g,f,a,c,w,9.0,25.1,s,,w,,,f,f,,d,a
e,12.45,x,e,g,f,a,c,w,8.25,24.51,s,,w,,,f,f,,l,a
e,16.63,s,e,n,f,a,c,w,8.83,27.15,s,,w,,,f,f,,l,w
e,11.16,x,e,g,f,d,c,w,7.33,19.73,s,,w,,,f,f,,d,w
e,13.55,s,e,g,f,d,c,w,6.84,22.87,s,,w,,,f,f,,l,w
e,12.16,x,e,g,f,d,c,w,7.9,25.04,s,,w,,,f,f,,d,w
e,12.45,s,e,n,f,a,c,w,7.31,24.97,s,,w,,,f,f,,d,w
e,14.56,s,e,n,f,d,c,w,9.23,25.24,s,,w,,,f,f,,l,a
p,6.17,f,,g,f,d,c,w,5.98,10.5,b,,n,,,f,f,,l,a
p,5.49,f,,n,f,d,c,y,5.71,10.03,b,,n,,,f,f,,d,w
p,6.43,f,,g,f,d,c,y,5.53,10.45,b,,n,,,f,f,,d,w
p,6.25,f,,n,f,d,c,w,6.08,11.12,b,,n,,,f,f,,l,a
p,5.23,x,,g,f,d,c,y,4.91,9.32,b,,n,,,f,f,,d,w
p,6.04,x,,g,f,d,c,w,5.19,9.99,b,,n,,,f,f,,d,w
p,6.7,x,,n,f,d,c,y,5.7,10.7,b,,n,,,f,f,,l,w
p,4.76,x,,n,f,d,c,y,4.88,8.77,b,,n,,,f,f,,l,w
p,6.56,f,,n,f,d,c,y,5.5,10.4,b,,n,,,f,f,,d,a
p,5.38,f,,g,f,d,c,w,5.27,9.09,b,,n,,,f,f,,l,w
p,5.69,f,,g,f,d,c,w,5.96,10.0,b,,n,,,f,f,,d,w
p,5.09,f,,n,f,d,c,w,5.9,9.27,b,,n,,,f,f,,l,w
p,6.11,x,,g,f,d,c,w,6.19,10.37,b,,n,,,f,f,,l,w
p,6.56,x,,n,f,d,c,w,6.33,10.25,b,,n,,,f,f,,l,a
p,6.41,f,,n,f,d,c,w,4.99,9.22,b,,n,,,f,f,,l,a
p,4.89,f,,g,f,d,c,w,5.16,10.77,b,,n,,,f,f,,l,w
p,6.25,f,,n,f,d,c,w,6.1,10.06,b,,n,,,f,f,,l,w
p,6.2,x,,g,f,d,c,w,5.09,9.12,b,,n,,,f,f,,d,a
p,5.64,f,,g,f,d,c,y,5.53,10.85,b,,n,,,f,f,,l,w
p,6.24,x,,g,f,d,c,w,5.89,10.55,b,,n,,,f,f,,d,a
p,7.36,x,,g,f,d,c,y,5.92,10.17,b,,n,,,f,f,,l,a
p,5.59,x,,n,f,d,c,w,6.17,12.05,b,,n,,,f,f,,d,w
p,5.68,f,,g,f,d,c,w,5.71,10.81,b,,n,,,f,f,,d,a
p,6.04,x,,g,f,d,c,y,5.34,10.98,b,,n,,,f,f,,d,a
p,5.11,x,,n,f,d,c,w,5.56,9.91,b,,n,,,f,f,,d,a
p,5.27,f,,n,f,d,c,w,5.65,9.5,b,,n,,,f,f,,d,w
p,6.57,f,,g,f,d,c,y,5.58,9.15,b,,n,,,f,f,,l,a
p,5.8,x,,n,f,d,c,w,5.24,10.07,b,,n,,,f,f,,d,a
p,6.07,f,,n,f,d,c,y,6.27,10.65,b,,n,,,f,f,,l,w
p,4.88,x,,n,f,d,c,y,4.71,9.19,b,,n,,,f,f,,l,w
p,5.53,f,,n,f,d,c,w,5.48,8.98,b,,n,,,f,f,,l,w
p,5.76,x,,g,f,d,c,y,5.25,10.11,b,,n,,,f,f,,d,w
p,6.79,f,,g,f,d,c,y,5.28,10.37,b,,n,,,f,f,,d,w
p,5.74,f,,n,f,d,c,y,5.54,10.04,b,,n,,,f,f,,d,a
p,6.48,x,,g,f,d,c,w,5.5,10.69,b,,n,,,f,f,,l,a
p,6.27,f,,n,f,d,c,y,5.53,10.07,b,,n,,,f,f,,d,a
p,5.13,x,,n,f,d,c,w,5.73,9.83,b,,n,,,f,f,,d,w
p,6.51,f,,n,f,d,c,y,5.24,10.7,b,,n,,,f,f,,d,w
p,6.74,x,,n,f,d,c,w,5.91,10.49,b,,n,,,f,f,,d,w
p,6.05,f,,n,f,d,c,y,5.59,10.71,b,,n,,,f,f,,d,a
p,5.66,f,,g,f,d,c,w,5.83,9.83,b,,n,,,f,f,,d,a
p,5.79,x,,g,f,d,c,y,5.64,9.74,b,,n,,,f,f,,d,a
p,5.07,x,,g,f,d,c,y,5.08,8.34,b,,n,,,f,f,,l,a
p,5.79,x,,g,f,d,c,y,4.99,9.31,b,,n,,,f,f,,l,a
p,5.23,x,,n,f,d,c,y,4.79,9.36,b,,n,,,f,f,,d,w
p,6.88,x,,n,f,d,c,w,5.51,10.91,b,,n,,,f,f,,d,w
p,5.77,f,,g,f,d,c,y,4.41,8.87,b,,n,,,f,f,,d,a
p,5.91,f,,g,f,d,c,w,5.49,9.33,b,,n,,,f,f,,d,a
p,5.29,x,,n,f,d,c,w,5.66,10.35,b,,n,,,f,f,,d,a
p,6.49,f,,n,f,d,c,w,5.76,9.54,b,,n,,,f,f,,d,w
p,5.84,x,,n,f,d,c,y,5.6,8.87,b,,n,,,f,f,,d,a
p,5.9,x,,n,f,d,c,y,5.94,11.41,b,,n,,,f,f,,l,w
p,6.39,x,,n,f,d,c,w,6.0,9.93,b,,n,,,f,f,,d,w
p,5.41,x,,n,f,d,c,y,5.09,9.57,b,,n,,,f,f,,l,a
p,6.15,x,,n,f,d,c,y,4.97,11.05,b,,n,,,f,f,,d,a
p,6.73,x,,n,f,d,c,y,6.34,11.56,b,,n,,,f,f,,l,w
p,5.19,x,,g,f,d,c,w,5.03,9.09,b,,n,,,f,f,,l,w
p,6.47,x,,n,f,d,c,w,5.64,10.01,b,,n,,,f,f,,l,a
p,4.96,x,,n,f,d,c,w,5.42,9.72,b,,n,,,f,f,,l,w
p,4.94,f,,g,f,d,c,y,5.42,10.43,b,,n,,,f,f,,l,w
p,6.73,x,,g,f,d,c,y,6.44,11.19,b,,n,,,f,f,,l,w
p,5.82,x,,g,f,d,c,w,5.24,9.88,b,,n,,,f,f,,d,a
p,6.37,x,,g,f,d,c,w,6.0,9.56,b,,n,,,f,f,,d,w
p,6.75,f,,n,f,d,c,w,6.12,10.74,b,,n,,,f,f,,d,w
p,5.17,x,,n,f,d,c,y,5.76,9.92,b,,n,,,f,f,,d,a
p,4.84,x,,g,f,d,c,w,5.09,8.38,b,,n,,,f,f,,l,w
p,5.77,x,,g,f,d,c,y,5.18,9.93,b,,n,,,f,f,,l,w
p,6.9,x,,g,f,d,c,w,6.81,11.65,b,,n,,,f,f,,d,w
p,6.16,x,,n,f,d,c,w,4.99,9.71,b,,n,,,f,f,,l,w
p,6.51,f,,n,f,d,c,y,5.98,9.47,b,,n,,,f,f,,l,w
p,5.76,x,,g,f,d,c,y,5.29,9.81,b,,n,,,f,f,,l,a
p,5.66,f,,g,f,d,c,y,5.61,10.01,b,,n,,,f,f,,d,a
p,5.84,x,,g,f,d,c,y,5.47,9.73,b,,n,,,f,f,,l,w
p,7.29,f,,g,f,d,c,y,5.61,9.5,b,,n,,,f,f,,l,a
p,5.83,f,,n,f,d,c,w,5.89,10.92,b,,n,,,f,f,,d,w
p,6.23,f,,n,f,d,c,y,5.01,9.35,b,,n,,,f,f,,l,w
p,5.56,x,,g,f,d,c,w,5.3,9.34,b,,n,,,f,f,,l,w
p,5.58,f,,g,f,d,c,y,5.67,10.12,b,,n,,,f,f,,l,a
p,7.16,x,,n,f,d,c,w,5.21,9.22,b,,n,,,f,f,,l,a
p,5.84,f,,n,f,d,c,y,4.91,9.34,b,,n,,,f,f,,l,w
p,6.33,x,,g,f,d,c,w,6.31,9.9,b,,n,,,f,f,,d,a
p,5.53,f,,n,f,d,c,w,5.7,10.05,b,,n,,,f,f,,l,a
p,5.33,f,,g,f,d,c,w,4.85,9.12,b,,n,,,f,f,,d,a
p,4.79,x,,n,f,d,c,w,6.04,10.58,b,,n,,,f,f,,l,a
p,6.78,x,,n,f,d,c,y,5.91,10.76,b,,n,,,f,f,,l,w
p,5.11,f,,g,f,d,c,y,4.08,8.39,b,,n,,,f,f,,d,a
p,7.09,f,,n,f,d,c,w,5.82,11.11,b,,n,,,f,f,,d,a
p,7.05,x,,n,f,d,c,w,6.68,10.91,b,,n,,,f,f,,l,w
p,5.31,x,,n,f,d,c,w,5.08,9.26,b,,n,,,f,f,,l,w
p,6.02,f,,n,f,d,c,y,5.36,10.37,b,,n,,,f,f,,l,w
p,6.16,f,,n,f,d,c,y,5.7,9.96,b,,n,,,f,f,,l,w
p,6.83,x,,n,f,d,c,y,6.46,11.64,b,,n,,,f,f,,l,w
p,7.91,x,,g,f,d,c,y,6.67,10.84,b,,n,,,f,f,,l,w
p,6.57,f,,n,f,d,c,y,5.53,9.88,b,,n,,,f,f,,l,w
p,6.2,x,,g,f,d,c,w,5.8,10.25,b,,n,,,f,f,,d,a
p,5.84,x,,g,f,d,c,w,5.32,10.01,b,,n,,,f,f,,d,a
p,6.36,f,,n,f,d,c,w,5.1,10.37,b,,n,,,f,f,,l,a
p,5.33,f,,n,f,d,c,w,4.94,9.18,b,,n,,,f,f,,l,w
p,6.95,f,,g,f,d,c,w,5.73,10.76,b,,n,,,f,f,,d,a
p,4.97,f,,g,f,d,c,w,5.38,9.38,b,,n,,,f,f,,l,a
p,6.52,x,,n,f,d,c,y,5.94,10.46,b,,n,,,f,f,,l,w
p,5.71,f,,n,f,d,c,y,4.85,9.46,b,,n,,,f,f,,l,a
p,6.12,x,,n,f,d,c,w,5.01,10.0,b,,n,,,f,f,,l,w
p,6.46,f,,g,f,d,c,w,6.42,10.71,b,,n,,,f,f,,d,a
p,7.35,x,,g,f,d,c,w,6.55,10.8,b,,n,,,f,f,,d,a
p,5.28,f,,n,f,d,c,w,4.37,8.71,b,,n,,,f,f,,l,w
p,6.01,f,,g,f,d,c,y,6.03,9.9,b,,n,,,f,f,,l,w
p,6.35,f,,g,f,d,c,w,5.91,11.13,b,,n,,,f,f,,d,w
p,6.29,f,,g,f,d,c,y,5.42,9.31,b,,n,,,f,f,,d,w
p,6.08,f,,n,f,d,c,y,5.98,11.31,b,,n,,,f,f,,l,w
p,6.79,f,,g,f,d,c,w,5.85,9.8,b,,n,,,f,f,,l,w
p,5.8,x,,g,f,d,c,w,5.32,10.76,b,,n,,,f,f,,l,a
p,6.71,x,,n,f,d,c,w,5.98,11.06,b,,n,,,f,f,,l,w
p,6.42,x,,g,f,d,c,w,5.21,11.67,b,,n,,,f,f,,d,w
p,5.78,f,,g,f,d,c,y,5.67,10.51,b,,n,,,f,f,,l,w
p,5.25,f,,g,f,d,c,w,5.78,9.08,b,,n,,,f,f,,l,a
p,5.85,x,,g,f,d,c,y,5.25,9.2,b,,n,,,f,f,,l,w
p,6.01,x,,n,f,d,c,w,6.0,10.5,b,,n,,,f,f,,d,a
p,6.52,x,,g,f,d,c,y,5.72,10.55,b,,n,,,f,f,,d,a
p,6.22,f,,g,f,d,c,y,5.63,9.73,b,,n,,,f,f,,d,w
p,4.96,f,,g,f,d,c,y,5.21,9.56,b,,n,,,f,f,,l,a
p,4.32,f,,g,f,d,c,y,4.3,7.44,b,,n,,,f,f,,l,a
p,6.69,f,,g,f,d,c,w,6.74,11.56,b,,n,,,f,f,,d,w
p,5.86,f,,n,f,d,c,w,5.3,10.5,b,,n,,,f,f,,l,a
p,5.04,x,,n,f,d,c,w,5.11,9.78,b,,n,,,f,f,,l,a
p,5.43,x,,n,f,d,c,w,4.95,9.06,b,,n,,,f,f,,d,a
p,5.65,x,,g,f,d,c,y,5.81,10.24,b,,n,,,f,f,,l,a
p,5.68,f,,g,f,d,c,y,4.36,7.98,b,,n,,,f,f,,d,w
p,7.07,x,,g,f,d,c,y,4.82,10.11,b,,n,,,f,f,,d,w
p,5.59,f,,n,f,d,c,w,5.28,10.4,b,,n,,,f,f,,d,w
p,5.8,x,,g,f,d,c,y,5.49,10.39,b,,n,,,f,f,,l,a
p,5.93,x,,n,f,d,c,y,5.34,9.23,b,,n,,,f,f,,l,a
p,5.3,f,,n,f,d,c,y,5.13,10.19,b,,n,,,f,f,,l,w
p,6.77,x,,n,f,d,c,w,6.22,9.95,b,,n,,,f,f,,d,w
p,5.4,x,,g,f,d,c,w,5.52,9.03,b,,n,,,f,f,,d,a
p,6.79,f,,n,f,d,c,w,6.06,11.08,b,,n,,,f,f,,d,a
